galaxy_x,V_flat_kms,M_total_Msun,Mgas_Msun,Mdisk_Msun,Mbul_Msun,bulge_to_total,disk_vs_gas_ratio,galaxy_key,galaxy_y,gamma_quad,rmse_quad,gamma_lin,rmse_lin,n_points
UGC07690_rotmod,43.37948672073761,1413707833.3357167,481375538.2063741,932332295.1293432,0.0,0.0,1.9368086268015472,UGC07690_rotmod,UGC07690_rotmod,1.0,1.1304709909860321e-10,1.0,13.291878553131768,7
UGC05721_rotmod,31.60571056473764,1486780626.7592828,947551301.3360076,539229325.4232754,0.0,0.0,0.5690766554412248,UGC05721_rotmod,UGC05721_rotmod,1.0,1.4723267394386018e-10,1.0,12.169564991449526,23
UGC06787_rotmod,122.4131045677636,112543772486.9479,9484896866.386969,55131752482.42995,47927123138.131004,0.425853177648628,5.812583231959906,UGC06787_rotmod,UGC06787_rotmod,0.9999999999999029,1.808693532432866e-11,0.6619605520381509,48.39303496486491,71
UGC05764_rotmod,22.823275688237334,429333335.4911439,324320908.6523175,105012426.83882636,0.0,0.0,0.3237917261492476,UGC05764_rotmod,UGC05764_rotmod,1.0,3.7001721750816023e-10,1.0,7.1707870903425786,10
NGC4013_rotmod,111.97036314541216,85656191628.25897,4945367170.462772,65288457986.0542,15422366471.741987,0.1800496400619096,13.201943503002772,NGC4013_rotmod,NGC4013_rotmod,0.9999999999989181,1.6135016480015366e-11,-0.11787525107921339,10.485020971554396,36
NGC4559_rotmod,84.99102452455898,33697958433.786823,13092392786.333485,20605565647.453342,0.0,0.0,1.5738578870748894,NGC4559_rotmod,NGC4559_rotmod,1.0,5.3234731218346515e-11,1.0,27.046821360812583,32
DDO154_rotmod,18.226982292464143,390621003.52837855,336682840.5096149,53938163.018763706,0.0,0.0,0.1602046689909144,DDO154_rotmod,DDO154_rotmod,1.0,2.8976719645688673e-10,1.0,6.021453428796891,12
DDO064_rotmod,27.488815258955743,545756640.2492838,340544153.51745045,205212486.7318332,0.0,0.0,0.6026017026344793,DDO064_rotmod,DDO064_rotmod,1.0,6.724701429581538e-10,1.0,8.07657178390048,14
NGC3769_rotmod,67.51264179207308,27493668664.845554,8610941672.641441,18882726992.20412,0.0,0.0,2.192875960616252,NGC3769_rotmod,NGC3769_rotmod,1.0,6.046729514789354e-11,1.0,25.16873711064921,12
UGC01281_rotmod,26.65534840303284,871232694.7578529,485665867.8835738,385566826.874279,0.0,0.0,0.7938931935952086,UGC01281_rotmod,UGC01281_rotmod,1.0,3.900429528481314e-10,1.0,8.289188550508506,25
F583-4_rotmod,40.51719190424126,2713678146.5874763,398325047.32584095,2315353099.2616343,0.0,0.0,5.81272283730531,F583-4_rotmod,F583-4_rotmod,1.0,2.966381373455855e-10,1.0,8.285117449448968,12
NGC4183_rotmod,64.2317986909034,18261635870.09698,6107132272.405056,12154503597.691923,0.0,0.0,1.9902145647985687,NGC4183_rotmod,NGC4183_rotmod,1.0,7.521911153500625e-11,1.0,23.649209000685936,23
NGC5585_rotmod,49.732802334376856,5788439024.679656,2688242071.9239044,3100196952.755749,0.0,0.0,1.1532432235676675,NGC5585_rotmod,NGC5585_rotmod,1.0,1.3071685214751963e-10,1.0,13.50991785413024,24
NGC3953_rotmod,239.0847146494465,179591397728.4821,5126658302.435557,174464739426.0465,0.0,0.0,34.03088895999999,NGC3953_rotmod,NGC3953_rotmod,1.0,2.1769937145543132e-11,1.0,20.659832636935256,8
UGC01230_rotmod,57.43836094854613,21599159511.876312,13329197598.74699,8269961913.129324,0.0,0.0,0.6204395914954957,UGC01230_rotmod,UGC01230_rotmod,1.0,1.1401048769185925e-10,1.0,18.296127464589585,11
UGC02259_rotmod,44.7347676571964,3379698568.5148845,1251964780.6009717,2127733787.913913,0.0,0.0,1.6995156899641797,UGC02259_rotmod,UGC02259_rotmod,1.0,1.298336974330505e-10,1.0,14.154049784745782,8
F571-8_rotmod,70.03325629796204,11568274772.490488,460017518.6435821,11108257253.846909,0.0,0.0,24.14746570217796,F571-8_rotmod,F571-8_rotmod,1.0,6.915709007565815e-11,1.0,7.756578560388188,13
UGC05750_rotmod,44.05107537302784,11005042422.432638,7257313898.234341,3747728524.1983,0.0,0.0,0.5164071138097112,UGC05750_rotmod,UGC05750_rotmod,1.0,3.9676893101526014e-10,1.0,11.808507170223443,11
UGC04278_rotmod,48.3350422839985,4122540754.003925,2322341759.8595147,1800198994.1444087,0.0,0.0,0.7751654064272211,UGC04278_rotmod,UGC04278_rotmod,1.0,2.8304649005713093e-10,1.0,11.363627525459508,25
NGC4088_rotmod,182.2333695830634,128648861682.75436,12595443733.615084,116053417949.13931,0.0,0.0,9.213920557591203,NGC4088_rotmod,NGC4088_rotmod,1.0,2.5954666303427666e-11,1.0,37.63620012463117,12
UGC07559_rotmod,20.48262513979644,299951640.43115205,159176189.56057087,140775450.87058112,0.0,0.0,0.8844001810774107,UGC07559_rotmod,UGC07559_rotmod,1.0,3.053737202812809e-10,1.0,7.0114541979042615,7
NGC7331_rotmod,190.74945308797828,286000460411.1081,19426361414.235107,254948002159.90424,11626096836.96882,0.0406506228005962,13.123816484392457,NGC7331_rotmod,NGC7331_rotmod,1.0,1.9772172044469233e-11,-0.1531006918730095,35.615031829802966,36
UGC07603_rotmod,28.570133596915475,698042229.5139676,283027959.88853496,415014269.6254327,0.0,0.0,1.4663366467004817,UGC07603_rotmod,UGC07603_rotmod,1.0,1.7250533226431895e-10,1.0,10.061961487353331,12
DDO168_rotmod,28.37805599341777,752037327.7350788,495340587.7399184,256696739.9951603,0.0,0.0,0.5182227064541307,DDO168_rotmod,DDO168_rotmod,1.0,2.1391282345932768e-10,1.0,10.394603374787545,10
NGC4389_rotmod,137.96543100894888,24924164453.935,597575504.5712222,24326588949.363777,0.0,0.0,40.708812130475145,NGC4389_rotmod,NGC4389_rotmod,1.0,4.0963117179501065e-11,1.0,14.360512161481807,6
UGC05414_rotmod,37.684316341821,1646129004.613377,521897269.9278815,1124231734.6854966,0.0,0.0,2.1541245748245603,UGC05414_rotmod,UGC05414_rotmod,1.0,1.6282871103204227e-10,1.0,12.628614440451997,6
UGC06930_rotmod,71.4913046104023,16495083199.956884,6172782722.721069,10322300477.235815,0.0,0.0,1.672228060002988,UGC06930_rotmod,UGC06930_rotmod,1.0,7.501797982250047e-11,1.0,22.41998218973051,10
UGC04305_rotmod,39.16052498696585,1878306603.356307,956511399.4352162,921795203.9210906,0.0,0.0,0.9637054032658428,UGC04305_rotmod,UGC04305_rotmod,1.0,2.3133508152235882e-10,1.0,12.133219392882703,22
UGC08699_rotmod,111.90757224799336,60440386956.03325,6927764790.429984,38788736127.8068,14723886037.796469,0.2436100557811983,5.59902613630728,UGC08699_rotmod,UGC08699_rotmod,0.9999999999998098,2.3081398990081874e-11,0.45764730529348785,38.90094913491467,41
UGC08837_rotmod,31.70135210066473,1164833989.585077,514328332.2930598,650505657.2920173,0.0,0.0,1.2647673022246904,UGC08837_rotmod,UGC08837_rotmod,1.0,2.3715590073999197e-10,1.0,10.08051347152241,8
NGC5033_rotmod,120.61731032914038,133467887279.08562,19026643242.50462,89223316840.8625,25217927195.718468,0.1889437804839674,4.689388228058108,NGC5033_rotmod,NGC5033_rotmod,0.9999999999997837,2.6352485687781145e-11,0.23690631211472699,43.489050824782474,22
NGC4051_rotmod,177.93768968562705,85374841743.1386,4264509077.588328,81110332665.55025,0.0,0.0,19.019852271347467,NGC4051_rotmod,NGC4051_rotmod,1.0,2.980792990666527e-11,1.0,21.68344411815613,7
UGC02885_rotmod,192.36284178202476,579913694392.0485,128140681869.6417,402977368384.16034,48795644138.246376,0.0841429416309977,3.1448043080815795,UGC02885_rotmod,UGC02885_rotmod,0.999999999999852,1.8670061988388238e-11,0.2352491573671313,61.33362944253798,19
UGC06446_rotmod,40.67484708565331,3710883223.0736456,2600205520.124248,1110677702.9493966,0.0,0.0,0.4271499673211693,UGC06446_rotmod,UGC06446_rotmod,1.0,1.437089717581084e-10,1.0,13.332207644678144,17
UGC03580_rotmod,65.03457306482235,21253724451.00785,7658707962.008811,10350217193.050966,3244799295.9480715,0.1526696793038644,1.3514312393674557,UGC03580_rotmod,UGC03580_rotmod,0.999999999999239,3.708967409765434e-11,0.36785397912871637,22.578725903297165,47
UGC08550_rotmod,25.45889084902696,907471911.1779222,605360038.299042,302111872.8788802,0.0,0.0,0.4990614737764369,UGC08550_rotmod,UGC08550_rotmod,1.0,1.991229264908122e-10,1.0,9.001976317968193,11
UGC05999_rotmod,49.18298036521337,12545009951.93555,8312809372.338603,4232200579.596946,0.0,0.0,0.5091179636188772,UGC05999_rotmod,UGC05999_rotmod,1.0,1.0362725004737103e-10,1.0,18.896581077484097,5
F568-V1_rotmod,50.65781799389613,9817499531.149529,5321163641.006958,4496335890.142572,0.0,0.0,0.8449910947094462,F568-V1_rotmod,F568-V1_rotmod,1.0,1.5364607064503686e-10,1.0,12.614154012995824,15
UGC12506_rotmod,143.2600281696793,236810339382.44577,79280037584.08365,157530301798.36212,0.0,0.0,1.9870109374164584,UGC12506_rotmod,UGC12506_rotmod,1.0,4.257449749863797e-11,1.0,43.101101854711494,31
D564-8_rotmod,10.711509727046527,77148229.6273317,35376060.84056732,41772168.78676437,0.0,0.0,1.1808032831869837,D564-8_rotmod,D564-8_rotmod,1.0,5.115015888646218e-10,1.0,4.0498127984207555,6
NGC1705_rotmod,25.272669859628405,812857411.7683493,285664515.15792483,527192896.6104244,0.0,0.0,1.845496618013528,NGC1705_rotmod,NGC1705_rotmod,1.0,1.6315408070744284e-10,1.0,10.94596254369606,14
F568-1_rotmod,61.12357394509407,14591627230.709446,6913938835.38999,7677688395.319459,0.0,0.0,1.1104651889629262,F568-1_rotmod,F568-1_rotmod,1.0,1.581074252623054e-10,1.0,16.473385380604487,12
NGC6789_rotmod,18.676923447777625,98645135.8273222,23258706.85453183,75386428.97279038,0.0,0.0,3.2412132559339493,NGC6789_rotmod,NGC6789_rotmod,1.0,3.6653908051839636e-10,1.0,6.852068459410132,4
NGC2915_rotmod,26.115275380769354,1574649876.0521543,924412147.9205872,650237728.131567,0.0,0.0,0.7034067321532284,NGC2915_rotmod,NGC2915_rotmod,1.0,1.668607028047904e-10,1.0,10.295124166719821,30
NGC2403_rotmod,61.82084643145227,17967401046.551895,7713308448.592485,10254092597.959412,0.0,0.0,1.3294026378305364,NGC2403_rotmod,NGC2403_rotmod,1.0,6.827404007630739e-11,1.0,20.44464873175785,73
F565-V2_rotmod,28.962255435362703,2217662552.790262,1503721764.6778018,713940788.1124599,0.0,0.0,0.4747825062340797,F565-V2_rotmod,F565-V2_rotmod,1.0,2.300090198418512e-10,1.0,10.52547046437269,7
UGC12632_rotmod,40.13996098427515,4216071591.774102,2445225160.4670124,1770846431.3070889,0.0,0.0,0.7242058767990411,UGC12632_rotmod,UGC12632_rotmod,1.0,1.772311427297777e-10,1.0,12.478748164827259,15
NGC3917_rotmod,101.61509729949712,30478483372.300816,3491609316.559752,26986874055.741062,0.0,0.0,7.729064625801538,NGC3917_rotmod,NGC3917_rotmod,1.0,6.546646880116627e-11,1.0,19.3197278231561,17
DDO161_rotmod,32.71240820428018,2978248034.3085856,2404136728.86676,574111305.4418261,0.0,0.0,0.238801436935097,DDO161_rotmod,DDO161_rotmod,1.0,1.7556041731883637e-10,1.0,12.254414651950807,31
NGC7793_rotmod,79.31862994107921,9949333168.072176,1755023440.8144815,8194309727.257694,0.0,0.0,4.669059988996404,NGC7793_rotmod,NGC7793_rotmod,1.0,8.627940537401908e-11,1.0,15.801165174329542,46
UGC11914_rotmod,280.8142289112815,151876058290.68277,1960731109.7279856,112668526371.27348,37246800809.68128,0.2452447161776668,57.46250763925713,UGC11914_rotmod,UGC11914_rotmod,0.9999999999998954,5.49237818334249e-12,0.4299190516182574,36.8891556832073,65
UGC07089_rotmod,53.574745953847504,5893365419.914625,1484325354.079993,4409040065.834633,0.0,0.0,2.970400022956841,UGC07089_rotmod,UGC07089_rotmod,1.0,1.2226046622329603e-10,1.0,15.059196773266205,12
KK98-251_rotmod,21.263628092058603,333380702.0041401,220580774.95072383,112799927.05341618,0.0,0.0,0.5113769641919831,KK98-251_rotmod,KK98-251_rotmod,1.0,5.713642091080175e-10,1.0,6.3875194477541095,15
F567-2_rotmod,34.319886360518865,3743449978.162645,1307954580.6570349,2435495397.505612,0.0,0.0,1.8620641981942296,F567-2_rotmod,F567-2_rotmod,1.0,1.5115741243303128e-10,1.0,12.090640647644246,5
UGC06667_rotmod,31.2656471036617,2143242878.8149488,1091964049.7767348,1051278829.0382136,0.0,0.0,0.9627412452389436,UGC06667_rotmod,UGC06667_rotmod,1.0,3.329634579886345e-10,1.0,10.39442784209623,9
UGC07261_rotmod,48.41140696785333,3286009358.620932,1351401257.1737914,1934608101.44714,0.0,0.0,1.4315571272243883,UGC07261_rotmod,UGC07261_rotmod,1.0,1.165650059043196e-10,1.0,12.153827699086493,7
UGC06786_rotmod,110.7092395914396,83340417073.97456,6676304230.433706,57764634377.92029,18899478465.620583,0.2267744646495474,8.652187255727826,UGC06786_rotmod,UGC06786_rotmod,0.999999999999764,2.0132317137887285e-11,0.4385807906113166,40.77717832666622,45
DDO170_rotmod,31.382859712259755,2423287337.9378586,1777409713.1867368,645877624.7511218,0.0,0.0,0.3633813970742406,DDO170_rotmod,DDO170_rotmod,1.0,1.8031983648373676e-10,1.0,11.260121526179894,8
NGC3992_rotmod,182.3228147494536,266075071487.8356,21561134240.47665,244513937247.3589,0.0,0.0,11.340495101984647,NGC3992_rotmod,NGC3992_rotmod,1.0,2.51493052263922e-11,1.0,35.32479230435446,9
NGC5055_rotmod,124.03798907790944,173796223539.60123,22112801232.334187,151683422307.26706,0.0,0.0,6.859529948899904,NGC5055_rotmod,NGC5055_rotmod,1.0,2.8157318772400136e-11,1.0,28.85777663710002,28
UGC06973_rotmod,195.83094715381424,58372292937.54288,1721294051.9255872,49328630855.54559,7322368030.071708,0.1254425286652091,28.65787562581905,UGC06973_rotmod,UGC06973_rotmod,1.0,2.248644232803449e-11,-0.036760348256684436,14.407513652073407,9
UGC06818_rotmod,42.08661307763048,2669265764.58506,709560231.3416508,1959705533.2434084,0.0,0.0,2.76185931325091,UGC06818_rotmod,UGC06818_rotmod,1.0,1.2964855171741427e-10,1.0,10.648879569953417,8
UGC03546_rotmod,145.74502081216698,109647534260.71468,4718629003.8415365,77517025429.505,27411879827.36814,0.2499999659106741,16.427870334030658,UGC03546_rotmod,UGC03546_rotmod,0.999999999999922,1.8835432311060477e-11,0.563890749384419,44.67621990982302,30
F574-1_rotmod,55.920379424472685,10019647913.724644,2640083721.610425,7379564192.114219,0.0,0.0,2.795200823257513,F574-1_rotmod,F574-1_rotmod,1.0,1.4446750913585433e-10,1.0,12.815126684560731,14
NGC0100_rotmod,46.49011326914392,4646606367.194719,1046438932.9835668,3600167434.211153,0.0,0.0,3.440398976695652,NGC0100_rotmod,NGC0100_rotmod,1.0,1.5596391437914877e-10,1.0,11.456210221682076,21
NGC2998_rotmod,164.01718193338445,207154429431.01547,40794554804.38817,166359874626.62723,0.0,0.0,4.077992159108752,NGC2998_rotmod,NGC2998_rotmod,1.0,4.3827783063186296e-11,1.0,33.707649314537676,13
UGC07125_rotmod,47.78313839527101,8127357062.487583,5157428270.275246,2969928792.212336,0.0,0.0,0.5758545997293791,UGC07125_rotmod,UGC07125_rotmod,1.0,1.176474726719292e-10,1.0,16.530076994618778,13
F563-V1_rotmod,27.33490503870766,1740342877.648008,744410186.1371679,995932691.51084,0.0,0.0,1.3378816008400585,F563-V1_rotmod,F563-V1_rotmod,1.0,2.4392455419103297e-10,1.0,10.012604948707441,6
NGC5371_rotmod,207.00571982227763,382682494823.46747,18028160506.746365,364654334316.7211,0.0,0.0,20.22692965154503,NGC5371_rotmod,NGC5371_rotmod,1.0,2.067557348188401e-11,1.0,34.48183872805354,19
UGC07232_rotmod,24.25274914301118,143667700.14094242,31090050.34392469,112577649.7970177,0.0,0.0,3.621018575128056,UGC07232_rotmod,UGC07232_rotmod,1.0,2.244269279868843e-10,1.0,7.171793030366719,4
UGC05986_rotmod,59.828755730292514,6846594713.174494,1689633436.8303115,5156961276.344184,0.0,0.0,3.0521183849311413,UGC05986_rotmod,UGC05986_rotmod,1.0,8.74474934703101e-11,1.0,16.365010332917375,15
NGC3109_rotmod,23.532298584245368,803822966.8936889,564984539.5649544,238838427.3287344,0.0,0.0,0.4227344477649656,NGC3109_rotmod,NGC3109_rotmod,1.0,4.753212503517402e-10,1.0,7.938605525462922,25
NGC7814_rotmod,141.50423090255737,80025041231.25587,2327452715.939949,27167436319.19417,50530152196.12178,0.6314292553764522,11.672605047197496,NGC7814_rotmod,NGC7814_rotmod,0.9999999999998702,1.7807737660245203e-11,0.6195113861857647,35.73896460909073,18
NGC6946_rotmod,130.5776271967872,77277186459.82681,5434671420.768538,67731665730.4512,4110849308.607062,0.0531961565493086,12.462881467242964,NGC6946_rotmod,NGC6946_rotmod,0.9999999999996859,2.6489848139779558e-11,0.18782217540532348,39.47181046246058,58
UGC02023_rotmod,33.67441634839929,1507565266.2099352,333499727.43232137,1174065538.777614,0.0,0.0,3.520439275369041,UGC02023_rotmod,UGC02023_rotmod,1.0,1.752310269450024e-10,1.0,10.5510563015074,5
NGC2903_rotmod,128.61296630820607,88495454799.06099,5526653067.495275,82968801731.56572,0.0,0.0,15.01248598714156,NGC2903_rotmod,NGC2903_rotmod,1.0,2.7885745093566192e-11,1.0,23.53286843535343,34
UGC04483_rotmod,14.044270390793438,57643304.29711805,42978186.90347882,14665117.393639218,0.0,0.0,0.341222337428389,UGC04483_rotmod,UGC04483_rotmod,1.0,5.571344576846541e-10,1.0,4.884624423224454,8
UGC00891_rotmod,26.549280468343948,1228642793.8103776,759164060.7498682,469478733.06050926,0.0,0.0,0.6184153825680042,UGC00891_rotmod,UGC00891_rotmod,1.0,1.9273149197632596e-10,1.0,10.732044587461845,5
NGC2683_rotmod,117.11772614575746,83877992255.77765,1976472767.4722607,76502034102.10303,5399485386.20237,0.0643730881127575,38.70634362442675,NGC2683_rotmod,NGC2683_rotmod,1.0,3.524413264845851e-11,-0.18818319129054886,11.580557100699327,11
ESO116-G012_rotmod,60.731447227770005,7532542627.742089,2609713606.1481504,4922829021.593938,0.0,0.0,1.886348375544498,ESO116-G012_rotmod,ESO116-G012_rotmod,1.0,1.1178138312248433e-10,1.0,17.370763358766567,15
NGC4217_rotmod,163.0494818716599,91792386230.471,4339253303.444408,18977698294.941456,68475434632.08513,0.7459816379558758,4.373494001808412,NGC4217_rotmod,NGC4217_rotmod,0.99999999999987,1.1099195140758586e-11,0.5764789292989081,29.36563317249773,19
UGC02487_rotmod,185.03547427851308,546589439478.8077,33470723358.6602,406646188735.764,106472527384.38358,0.1947943368351735,12.149309842464117,UGC02487_rotmod,UGC02487_rotmod,0.9999999999997694,1.3694518078421972e-11,0.18331365950779271,33.75345326178972,17
UGCA442_rotmod,23.77641821549032,578902226.9133372,412913527.5716503,165988699.34168693,0.0,0.0,0.4019938516373357,UGCA442_rotmod,UGCA442_rotmod,1.0,3.3467049421340467e-10,1.0,8.17065137094399,8
F563-1_rotmod,40.65798661275001,8112817036.951536,5836532741.43328,2276284295.518252,0.0,0.0,0.3900062582291389,F563-1_rotmod,F563-1_rotmod,1.0,1.5564480814795547e-10,1.0,13.146305518936666,17
NGC4100_rotmod,120.21345725077322,69032394732.40137,5641107907.5163965,63391286824.88496,0.0,0.0,11.23738241922661,NGC4100_rotmod,NGC4100_rotmod,1.0,3.4321953711970445e-11,1.0,25.662554156042905,24
PGC51017_rotmod,21.935415334858284,347627120.9129413,170180224.47955886,177446896.4333825,0.0,0.0,1.0426998611386629,PGC51017_rotmod,PGC51017_rotmod,1.0,2.70201673190375e-10,1.0,7.936239698449442,6
UGC07399_rotmod,40.36287657240989,2304468398.3003325,930396486.8569596,1374071911.4433725,0.0,0.0,1.4768670463118636,UGC07399_rotmod,UGC07399_rotmod,1.0,1.2742154872761273e-10,1.0,13.685874801747515,10
NGC2366_rotmod,29.96252598821966,1217551065.366738,965689895.0381207,251861170.32861736,0.0,0.0,0.2608095741942863,NGC2366_rotmod,NGC2366_rotmod,1.0,3.162022990996952e-10,1.0,10.181681473501111,26
