galaxy,Npoints,data_quality_flag,has_bulge,bulge_size_kpc,gas_negative_flag,R_max_kpc,Mtot_Msun,Mgas_Msun,Mdisk_Msun,Mbul_Msun,bulge_to_total_at_Rmax,disk_vs_gas_ratio,Phi_N_Rmax,shear_mean,v_flat_kms
NGC6195_rotmod,23,ok,True,1.33,False,36.43,433300610054.4114,36794895421.02106,291675858704.5951,104829855928.79523,0.24193332180084237,18.59584236759077,5.691974489860523e-07,0.060633033266630804,251.0
NGC6503_rotmod,31,ok,False,0.0,False,23.5,16548034350.81908,3541689136.07997,13006345214.73911,0.0,0.0,11.810640978544788,3.369856187373232e-08,0.05717741926476694,115.6
NGC6674_rotmod,15,ok,True,2.5,False,72.41,255593049268.10284,33744151685.985157,204598636434.02197,17250261148.095722,0.06749111995608754,18.38117230702749,1.6892086921087662e-07,-0.0065405656529818,241.6
NGC6789_rotmod,4,review,False,0.0,False,0.71,98645135.8273222,23258706.85453183,75386428.97279038,0.0,0.0,3.717459672715382,6.6489052206617384e-09,0.7494943635323256,37.725
NGC6946_rotmod,58,ok,True,0.19,False,20.4,77277186459.82681,5434671420.768538,67731665730.451195,4110849308.607062,0.05319615654930865,24.75560412083025,1.812816936743462e-07,0.0539844281364933,156.8
NGC7331_rotmod,36,review,True,2.67,True,36.31,286000460411.10815,19426361414.235107,254948002159.90424,11626096836.96882,0.04065062280059626,36.45815628574232,3.7694093120681117e-07,-0.01860048329304448,238.2
NGC7793_rotmod,46,ok,False,0.0,False,7.87,9949333168.072176,1755023440.8144817,8194309727.257694,0.0,0.0,14.743745329030222,6.049953790132475e-08,0.43559284793732367,99.66
NGC7814_rotmod,18,review,True,0.63,True,19.53,80025041231.25587,2327452715.9399495,27167436319.19417,50530152196.12178,0.6314292553764522,43.27121824539013,1.960904662020396e-07,-0.06304244344729024,214.0
PGC51017_rotmod,6,ok,False,0.0,False,3.63,347627120.9129413,170180224.47955886,177446896.4333825,0.0,0.0,2.066359951778284,4.582894315879248e-09,-0.051537939293505926,18.9
UGC00128_rotmod,22,ok,False,0.0,False,53.75,27941799356.843082,15064810740.020943,12876988616.822147,0.0,0.0,1.7975106433889236,2.4877613535896347e-08,0.27589216830007895,130.4
UGC00191_rotmod,9,ok,False,0.0,False,9.98,5005496176.074343,2638344189.950542,2367151986.1238008,0.0,0.0,3.4643932511750757,2.4002109262189778e-08,0.3579979387243978,74.08
UGC00634_rotmod,4,review,False,0.0,False,18.01,8857385933.269672,5508515836.949517,3348870096.320154,0.0,0.0,1.2398710322676025,2.3535567305136112e-08,0.3276074865668133,95.7375
UGC00731_rotmod,12,ok,False,0.0,False,10.91,3659467978.118591,3241922445.252739,417545532.8658524,0.0,0.0,0.29391761169921893,1.605188414076952e-08,0.3592982646016509,73.32000000000001
UGC00891_rotmod,5,review,False,0.0,False,7.39,1228642793.8103776,759164060.7498682,469478733.06050926,0.0,0.0,0.8990713019727619,7.956352485278945e-09,0.6034417666631539,49.190000000000005
UGC01230_rotmod,11,ok,False,0.0,False,36.54,21599159511.876312,13329197598.74699,8269961913.129324,0.0,0.0,2.1512475997971996,2.828792712575277e-08,0.3550023540658185,106.6
UGC01281_rotmod,25,review,False,0.0,True,4.99,871232694.7578529,485665867.8835738,385566826.874279,0.0,0.0,1.920833872901428,8.355384400181566e-09,0.9068435397417627,55.620000000000005
UGC02023_rotmod,5,review,False,0.0,False,3.78,1507565266.2099352,333499727.43232137,1174065538.777614,0.0,0.0,5.725424492909318,1.9086097533378577e-08,0.8355117000476333,37.48
UGC02259_rotmod,8,ok,False,0.0,False,8.14,3379698568.5148845,1251964780.6009717,2127733787.913913,0.0,0.0,3.447437235224097,1.9869474382443915e-08,0.2143245245226288,86.16
UGC02455_rotmod,8,ok,False,0.0,False,4.03,4819099957.7542515,829844420.3748413,3989255537.3794127,0.0,0.0,12.73069227135783,5.722604132561095e-08,0.5938836276955984,46.0
UGC02487_rotmod,17,review,True,9.93,True,80.38,546589439478.80774,33470723358.660202,406646188735.764,106472527384.38358,0.19479433683517353,41.4723032735781,3.254213560260833e-07,-0.068775414895891,330.8
UGC02885_rotmod,19,ok,True,1.7,False,74.07,579913694392.0485,128140681869.6417,402977368384.16034,48795644138.246376,0.08414294163099771,10.9379511348887,3.746742405126187e-07,0.022068017487591098,298.0
UGC02916_rotmod,43,review,True,0.37,True,38.0,179815720261.60648,44074539916.81599,63938470131.60178,71802710213.18874,0.39931275257094284,6.31243879187898,2.2645237303227627e-07,-0.0009499829470784148,190.8
UGC02953_rotmod,115,review,True,0.09,True,62.39,277212167758.4389,13511694665.600948,233484816534.4378,30215656558.4001,0.10899830553155895,135.59871963116558,2.1263273193996382e-07,0.0329263687978976,265.8
UGC03205_rotmod,48,review,True,0.28,True,40.04,134443750786.65335,17021398533.56672,100032761065.32462,17389591187.762012,0.12934473403198396,37.81922111356114,1.6068649106754118e-07,0.11075106992525025,213.8
UGC03546_rotmod,30,review,True,0.63,True,29.23,109647534260.71468,4718629003.8415365,77517025429.505,27411879827.36814,0.2499999659106741,80.4403619703755,1.795158790926371e-07,-0.06786235656240208,192.0
UGC03580_rotmod,47,review,True,0.11,True,27.06,21253724451.007854,7658707962.008811,10350217193.050966,3244799295.9480715,0.15266967930386444,11.065080010916523,3.758720817328643e-08,0.17157890116260432,127.0
UGC04278_rotmod,25,review,False,0.0,True,6.69,4122540754.0039244,2322341759.8595147,1800198994.1444087,0.0,0.0,3.4931671179667396,2.9489788350650716e-08,0.6720212143137075,89.08000000000001
UGC04305_rotmod,22,review,False,0.0,True,5.52,1878306603.356307,956511399.4352162,921795203.9210906,0.0,0.0,2.4873170833053333,1.6283967365361522e-08,0.5652739999414966,34.64
UGC04325_rotmod,8,ok,False,0.0,False,5.59,3799083096.4892282,1111960415.4093125,2687122681.0799155,0.0,0.0,4.0706187504356235,3.252368908859402e-08,0.3633994848646651,90.91999999999999
UGC04483_rotmod,8,ok,False,0.0,False,1.21,57643304.29711805,42978186.90347882,14665117.393639218,0.0,0.0,0.7931306474051196,2.2797977118527434e-09,0.58597948556846,22.6
UGC04499_rotmod,9,review,False,0.0,True,8.18,4068021194.918449,1979282606.3497891,2088738588.5686595,0.0,0.0,2.1751491861889907,2.3799219749768512e-08,0.45727349507251275,71.58000000000001
UGC05005_rotmod,11,ok,False,0.0,False,28.61,14562488066.825853,10127871122.7155,4434616944.110353,0.0,0.0,1.9590895617669675,2.43584999763442e-08,0.5306111378903287,94.84
UGC05253_rotmod,73,review,True,0.13,True,53.29,208803558630.7003,28332874778.06334,114805637184.80742,65665046667.82954,0.31448241159513857,38.9218628859267,1.8751024081648085e-07,-0.00988041987224862,212.6
UGC05414_rotmod,6,ok,False,0.0,False,4.11,1646129004.613377,521897269.9278815,1124231734.6854966,0.0,0.0,3.0897640528108385,1.9167031698455913e-08,0.6104673595353163,50.12
UGC05716_rotmod,12,ok,False,0.0,False,12.37,2840578900.3364353,2227521428.955374,613057471.3810616,0.0,0.0,0.9066210801277826,1.0989298569474156e-08,0.262764393554044,73.36999999999999
UGC05721_rotmod,23,ok,False,0.0,False,6.74,1486780626.7592828,947551301.3360076,539229325.4232754,0.0,0.0,3.180866996169132,1.0556496612720251e-08,0.2896848150573606,78.7
UGC05750_rotmod,11,ok,False,0.0,False,22.85,11005042422.432638,7257313898.234341,3747728524.1983,0.0,0.0,2.759251537016269,2.3048269973936802e-08,0.8046130932512088,71.9
UGC05764_rotmod,10,ok,False,0.0,False,3.62,429333335.4911439,324320908.6523175,105012426.83882636,0.0,0.0,0.4596376745034404,5.675692469632759e-09,0.3844533597023635,52.85999999999999
UGC05829_rotmod,11,review,False,0.0,True,6.91,2580378158.444509,1922228224.4257722,658149934.0187367,0.0,0.0,0.8011080771751229,1.7870558501341573e-08,0.6059225931206706,60.879999999999995
UGC05918_rotmod,8,ok,False,0.0,False,4.46,551867545.3353218,254298707.32769763,297568838.00762403,0.0,0.0,2.094239482862301,5.92151469711691e-09,0.4470851549269775,40.9
UGC05986_rotmod,15,review,False,0.0,True,9.41,6846594713.174494,1689633436.8303115,5156961276.344184,0.0,0.0,8.749424292816075,3.481912175903442e-08,0.4632769828974775,111.6
UGC05999_rotmod,5,review,False,0.0,False,16.22,12545009951.93555,8312809372.338603,4232200579.5969462,0.0,0.0,1.3695819931286424,3.7012888255903046e-08,0.49493288629122684,83.24
UGC06399_rotmod,9,ok,False,0.0,False,7.85,4231988631.2201433,1220541291.0060475,3011447340.214096,0.0,0.0,4.998949457348675,2.57992838857287e-08,0.5572061503688678,83.54
UGC06446_rotmod,17,ok,False,0.0,False,10.22,3710883223.0736456,2600205520.124248,1110677702.9493966,0.0,0.0,1.3610341181592587,1.7376376091595417e-08,0.2869896465202959,83.05999999999999
UGC06614_rotmod,13,review,True,3.23,True,64.59,183147697631.93762,56411845218.55828,59925658733.00004,66810193680.37932,0.36478860801539686,10.339359310801658,1.3569660891568887e-07,0.0609303223586958,201.2
UGC06628_rotmod,7,review,False,0.0,True,7.69,5667687013.545022,1761711338.8536282,3905975674.6913943,0.0,0.0,5.032910969509758,3.5270558378927114e-08,0.216660381456385,41.760000000000005
UGC06667_rotmod,9,ok,False,0.0,False,7.85,2143242878.8149486,1091964049.7767348,1051278829.0382136,0.0,0.0,0.9883492109705768,1.3065756145632935e-08,0.5338711690709598,82.53999999999999
UGC06786_rotmod,45,review,True,0.16,True,34.05,83340417073.97456,6676304230.433706,57764634377.92029,18899478465.620583,0.22677446464954742,46.14770002373547,1.1713086999727518e-07,0.06143055704789593,217.4
UGC06787_rotmod,71,review,True,0.12,True,37.19,112543772486.9479,9484896866.386969,55131752482.42995,47927123138.131004,0.42585317764862807,36.90090264237873,1.448198542599041e-07,0.013188602670790953,250.0
UGC06818_rotmod,8,ok,False,0.0,False,6.98,2669265764.5850596,709560231.3416508,1959705533.2434084,0.0,0.0,7.6559724262194875,1.830076353286465e-08,0.6234356241068817,64.92
UGC06917_rotmod,11,ok,False,0.0,False,10.47,12126409217.475183,3307372582.2650294,8819036635.21015,0.0,0.0,7.416809478559796,5.542661469835861e-08,0.3322676345776121,106.0
UGC06923_rotmod,6,ok,False,0.0,False,5.16,4368624116.2552805,1139569320.8474486,3229054795.4078307,0.0,0.0,5.432597508293457,4.051611480134029e-08,0.43290079377852153,73.14000000000001
UGC06930_rotmod,10,ok,False,0.0,False,16.61,16495083199.956884,6172782722.721069,10322300477.235815,0.0,0.0,3.7498151858559163,4.7524515029812825e-08,0.26906101761474926,108.0
UGC06973_rotmod,9,ok,True,1.74,False,7.85,58372292937.54288,1721294051.9255872,49328630855.545586,7322368030.071708,0.12544252866520914,75.40678618360653,3.558524107193535e-07,0.029752236369920453,176.0
UGC06983_rotmod,17,ok,False,0.0,False,15.68,11689357667.219519,5859275910.831414,5830081756.388104,0.0,0.0,3.18008944871332,3.5676102634607825e-08,0.217721665339874,108.4
UGC07089_rotmod,12,ok,False,0.0,False,9.16,5893365419.914625,1484325354.079993,4409040065.834633,0.0,0.0,5.4014049919617255,3.0789363616121335e-08,0.5443557567196814,74.7
UGC07125_rotmod,13,ok,False,0.0,False,18.68,8127357062.487583,5157428270.275246,2969928792.2123356,0.0,0.0,1.4644439569275969,2.082117738258927e-08,0.3251577215986643,65.3
UGC07151_rotmod,11,review,False,0.0,True,5.5,3950794887.6040573,1024144740.2769556,2926650147.327102,0.0,0.0,5.7942621730921235,3.437594211520771e-08,0.42699553057761147,72.53999999999999
UGC07232_rotmod,4,review,False,0.0,False,0.82,143667700.14094242,31090050.34392469,112577649.7970177,0.0,0.0,6.480373723773853,8.384518029249274e-09,0.7202328267486678,30.45
UGC07261_rotmod,7,ok,False,0.0,False,6.67,3286009358.6209316,1351401257.1737914,1934608101.4471402,0.0,0.0,6.6467099347186,2.3576306986938508e-08,0.236581870729779,72.12
UGC07323_rotmod,10,review,False,0.0,True,5.82,6129802958.992349,1116137331.3147838,5013665627.677564,0.0,0.0,9.33281031098383,5.04029952446763e-08,0.5764892689000118,78.12
UGC07399_rotmod,10,ok,False,0.0,False,6.13,2304468398.3003325,930396486.8569597,1374071911.4433725,0.0,0.0,3.1583181466365753,1.7990494388833766e-08,0.3166405986383357,100.2
UGC07524_rotmod,31,review,False,0.0,True,10.69,6618272448.663064,2968594997.0780907,3649677451.584974,0.0,0.0,2.2847631231101064,2.962782371660472e-08,0.4859500094513859,81.32000000000001
UGC07559_rotmod,7,ok,False,0.0,False,2.53,299951640.43115205,159176189.56057087,140775450.87058112,0.0,0.0,2.05512698057982,5.673662995930519e-09,0.652684570677764,28.080000000000002
UGC07577_rotmod,9,review,False,0.0,True,1.69,88043787.47915974,32681513.416964263,55362274.06219549,0.0,0.0,3.0445147433775737,2.4931294450500713e-09,0.7233363851011684,14.180000000000001
UGC07603_rotmod,12,ok,False,0.0,False,4.11,698042229.5139676,283027959.88853496,415014269.62543267,0.0,0.0,3.619823968353922,8.127794056515908e-09,0.4497409233322157,62.0
UGC07608_rotmod,8,ok,False,0.0,False,4.78,940388247.4002801,646559179.4459565,293829067.9543236,0.0,0.0,0.9683004934962067,9.41482196730442e-09,0.7200478787462894,60.58
UGC07690_rotmod,7,ok,False,0.0,False,4.13,1413707833.3357167,481375538.2063741,932332295.1293433,0.0,0.0,5.419025838519244,1.638107612430371e-08,0.08646957739434842,58.04
UGC07866_rotmod,7,ok,False,0.0,False,2.32,255115256.35194638,110920563.17269185,144194693.1792546,0.0,0.0,2.6087509467076564,5.2623685647601276e-09,0.4903124080452384,28.359999999999996
UGC08286_rotmod,17,review,False,0.0,True,8.04,2700489823.684496,1292984516.1424792,1407505307.542017,0.0,0.0,3.2756009962678254,1.607382782517501e-08,0.3822410337846987,83.54
UGC08490_rotmod,30,ok,False,0.0,False,10.15,2235406114.8012757,1194694479.4068573,1040711635.394418,0.0,0.0,2.4186737881961267,1.0539577655967902e-08,0.15336890483973808,77.38
UGC08550_rotmod,11,ok,False,0.0,False,5.36,907471911.1779222,605360038.299042,302111872.8788802,0.0,0.0,2.313473987551957,8.102167500424884e-09,0.29663740631087127,56.18000000000001
UGC08699_rotmod,41,ok,True,0.22,False,25.7,60440386956.03325,6927764790.429984,38788736127.8068,14723886037.796469,0.2436100557811983,26.526853655503306,1.1254518738035546e-07,-0.0003845782135404489,180.6
UGC08837_rotmod,8,review,False,0.0,True,4.2,1164833989.585077,514328332.2930598,650505657.2920173,0.0,0.0,2.478885429931581,1.3272341881540407e-08,0.9332929392745491,40.2
UGC09037_rotmod,22,ok,False,0.0,False,27.96,97502555696.54674,28817116821.577847,68685438874.968895,0.0,0.0,6.905710221508445,1.668828269905531e-07,0.3007024778689925,150.6
UGC09133_rotmod,68,review,True,0.32,True,108.31,352836740533.09326,66478702434.91395,205656717053.59164,80701321044.58763,0.228721422045385,24.587030662831946,1.5589710892895938e-07,-0.05447812506478598,224.8
UGC09992_rotmod,5,review,False,0.0,False,3.89,718303523.1775004,278566970.6152417,439736552.5622586,0.0,0.0,2.5496286425426318,8.83672237768064e-09,0.12267548269849554,32.02
UGC10310_rotmod,7,ok,False,0.0,False,7.74,3979753171.590168,1718239497.0708997,2261513674.519268,0.0,0.0,2.8474110395474947,2.460639507088278e-08,0.39057230187563485,70.28
UGC11455_rotmod,36,ok,False,0.0,False,41.93,435066478533.2895,23492904052.533947,411573574480.7555,0.0,0.0,74.4344197635502,4.965506742639681e-07,0.40861339590681345,268.6
UGC11557_rotmod,12,review,False,0.0,True,10.56,18092566122.12101,2730746420.749364,15361819701.371647,0.0,0.0,18.21881538562819,8.199154424185935e-08,0.8746817758124752,81.16
UGC11820_rotmod,10,review,False,0.0,True,15.82,5667026149.624595,4601531264.979817,1065494884.644777,0.0,0.0,0.8270577062656091,1.71427919020778e-08,0.38118282413628274,74.28999999999999
UGC11914_rotmod,65,ok,True,0.28,False,9.83,151876058290.68277,1960731109.7279859,112668526371.27348,37246800809.681274,0.2452447161776668,293.2599480295458,7.393815598748192e-07,0.09356319620065072,291.8
UGC12506_rotmod,31,ok,False,0.0,False,49.99,236810339382.44577,79280037584.08365,157530301798.36212,0.0,0.0,6.877906132141519,2.2669938357002032e-07,0.14294367207847744,229.4
UGC12632_rotmod,15,ok,False,0.0,False,10.66,4216071591.774102,2445225160.4670124,1770846431.3070889,0.0,0.0,1.7664614523334206,1.8927078700017455e-08,0.4011519550209877,72.2
UGC12732_rotmod,16,review,False,0.0,True,15.4,8600534666.958218,6744130389.427979,1856404277.5302374,0.0,0.0,1.3493541077118323,2.6726220408276357e-08,0.33696993298067635,91.56
UGCA281_rotmod,7,ok,False,0.0,False,1.08,94855072.44231944,25160408.550361127,69694663.89195833,0.0,0.0,3.9082140758740214,4.203099007795739e-09,0.5941490703787583,26.579999999999995
UGCA442_rotmod,8,ok,False,0.0,False,6.33,578902226.9133372,412913527.5716503,165988699.34168693,0.0,0.0,0.39634536532296816,4.376574503335171e-09,0.5322905662982269,54.9
UGCA444_rotmod,36,review,False,0.0,True,2.62,132965272.92367825,116175466.98320182,16789805.940476447,0.0,0.0,0.12658997427888163,2.428676965253053e-09,0.5693804354978995,36.96
